Id,StageName,Status_Reason__c,RecordType.Name,RICE_Supported__c,CreatedDate,CloseDate,AccountId,Lead_Faculty__c,Parent_Opportunity__c,RecordType.Name.1,Industry,Business_Type__c,Is_External__c,ParentId
0062e000002HFvEAAW,0,Other (Lost),Grants,Not supported,2018-07-18T04:36:18.000Z,1/11/19,0012e000003A6PCAA0,,1,Business Organization,Manufacturing & R&D,SME (small to medium enterprise),External,1
0062e000002HFvfAAG,0,Customer No Longer Interested,Technology Transfer,RIC RE&D and BD&I,2018-02-22T04:13:36.000Z,1/11/19,0012e000003A6rQAAS,0012e000002ZGfbAAG,1,Business Organization,Health,Multinational / Other Large Corporate,External,1
0062e000002HFvFAAW,0,Other (Lost),Grants,RIC-BD&I,2018-07-03T01:45:56.000Z,1/11/19,0012e000003A6PKAA0,0012e000002ZLg7AAG,1,Business Organization,Technology: IT & Telephone Services,SME (small to medium enterprise),External,1
0062e000002HFvgAAG,0,Customer No Longer Interested,Custom Education (MSPACE Included),RIC-BD&I,2019-02-27T23:58:57.000Z,31/12/19,0012e000003A6qZAAS,0012e000002ZGfbAAG,1,Business Organization,Services,Government: Australia: Local & State,External,1
0062e000002HFvGAAW,0,Other (Lost),Grants,Not supported,2018-07-17T07:43:04.000Z,1/11/19,0012e000003A6PHAA0,,1,Business Organization,Health,SME (small to medium enterprise),External,1
0062e000002HFvhAAG,0,Customer No Longer Interested,Custom Education (MSPACE Included),RIC-BD&I,2019-02-27T23:44:35.000Z,20/3/20,0012e000003A6xZAAS,,1,Business Organization,Health,Not for profit,External,1
0062e000002HFvHAAW,0,Other (Lost),Technology Transfer,RIC RE&D and BD&I,2016-02-09T22:36:37.000Z,1/11/19,0012e000003A6rJAAS,0012e000002Zmo0AAC,1,Business Organization,Services,SME (small to medium enterprise),External,1
0062e000002HFvIAAW,0,Other (Lost),Grants,Not supported,2018-07-18T05:05:35.000Z,1/11/19,0012e000003A6OrAAK,,1,Business Organization,Manufacturing & R&D,Multinational / Other Large Corporate,External,1
0062e000002HFvjAAG,0,Failure to Agree - IP terms,Custom Education (MSPACE Included),RIC-BD&I,2019-03-08T02:54:46.000Z,18/3/20,0012e000003A6mBAAS,,1,Business Organization,Services,Not for profit,External,1
0062e000002HFvJAAW,0,Other (Lost),Grants,Not supported,2018-07-18T05:15:27.000Z,1/11/19,0012e000003A6OvAAK,,1,Business Organization,Technology: IT & Telephone Services,SME (small to medium enterprise),External,1
0062e000002HFvkAAG,0,Failure to Agree - Scope of Work,Custom Education (MSPACE Included),Not supported,2018-07-25T23:59:46.000Z,1/11/19,0012e000003A6EZAA0,,1,Business Organization,Health,Government: International,External,1
0062e000002HFvKAAW,0,Other (Lost),Grants,Not supported,2018-07-18T04:29:54.000Z,1/11/19,0012e000003A6OSAA0,,1,Business Organization,Technology: IT & Telephone Services,SME (small to medium enterprise),External,1
0062e000002HFvlAAG,0,Other IP Issue,Research Contract,RIC-BD&I,2017-02-27T05:52:17.000Z,1/11/19,0012e000003A6QSAA0,0012e000002ZGfbAAG,1,Business Organization,Health,SME (small to medium enterprise),External,1
0062e000002HFvLAAW,0,Other (Lost),Technology Transfer,RIC RE&D and BD&I,2016-05-30T04:14:17.000Z,1/11/19,0012e000002Zmo0AAC,0012e000002Zmo0AAC,1,University Department,Education,Not for profit,Internal,1
0062e000002HFvmAAG,0,Other (Lost),Research Contract,RIC RE&D and BD&I,2017-05-11T01:16:25.000Z,1/11/19,0012e000003A6rWAAS,0012e000002ZGfbAAG,1,Business Organization,Services,Not for profit,External,1
0062e000002HFvMAAW,0,Other (Lost),Technology Transfer,RIC RE&D and BD&I,2015-10-21T01:26:41.000Z,1/11/19,0012e000002Zmo0AAC,0012e000002Zmo0AAC,1,University Department,Education,Not for profit,Internal,1
0062e000002HFvnAAG,0,Other (Lost),Custom Education (MSPACE Included),RIC-BD&I,2017-09-15T03:09:37.000Z,30/4/20,0012e000002Zt0oAAC,0012e000002ZGfbAAG,1,University Department,Education,Not for profit,Internal,1
0062e000002HFvNAAW,0,Other (Lost),Grants,Not supported,2018-07-03T01:35:06.000Z,1/11/19,0012e000003A6NvAAK,0012e000002ZLg7AAG,1,Business Organization,Technology: IT & Telephone Services,Large Australian Corporate,External,1
0062e000002HFvoAAG,0,Other (Lost),Custom Education (MSPACE Included),RIC RE&D and BD&I,2018-10-19T04:48:06.000Z,24/12/18,0012e000003A6xpAAC,0012e000002ZGfbAAG,1,Business Organization,Health,Government: Australia: Local & State,External,1
0062e000002HFvOAAW,0,Other (Lost),Grants,Not supported,2018-07-18T04:39:55.000Z,1/11/19,0012e000003A6OZAA0,,1,Business Organization,Technology: IT & Telephone Services,SME (small to medium enterprise),External,1
0062e000002HFvpAAG,0,Customer No Longer Interested,Custom Education (MSPACE Included),RIC-BD&I,2019-04-09T01:50:46.000Z,30/6/20,0012e000003A6rbAAC,0012e000002ZGfbAAG,1,Business Organization,Health,Government: Australia: Local & State,External,1
0062e000002HFvPAAW,0,Other (Lost),Research Contract,RIC RE&D and BD&I,2015-10-21T05:48:38.000Z,1/11/19,,,1,Business Organization,Services,Not for profit,,1
0062e000002HFvQAAW,0,Other (Lost),Research Contract,RIC RE&D and BD&I,2015-11-16T00:57:08.000Z,1/11/19,,,1,Business Organization,Services,Not for profit,,1
0062e000002HFvrAAG,0,Customer No Longer Interested,Custom Education (MSPACE Included),RIC-BD&I,2017-08-03T03:50:17.000Z,6/2/20,0012e000003A6QCAA0,0012e000002ZGfbAAG,1,Business Organization,Services,Not for profit,External,1
0062e000002HFvRAAW,0,Other (Lost),Research Contract,RIC RE&D and BD&I,2015-10-21T05:37:07.000Z,1/11/19,,,1,Business Organization,Services,Not for profit,,1
0062e000002HFvsAAG,0,BD Capacity (Lost),Research Contract,RIC-BD&I,2017-06-27T08:01:29.000Z,1/11/19,0012e000003A6QHAA0,0012e000002ZGfbAAG,1,Business Organization,Services,Multinational / Other Large Corporate,External,1
0062e000002HFvSAAW,0,Other (Lost),Research Contract,RIC RE&D and BD&I,2015-10-21T05:45:15.000Z,1/11/19,,,1,Business Organization,Services,Not for profit,,1
0062e000002HFvtAAG,0,Other (Lost),Custom Education (MSPACE Included),RIC-BD&I,2017-09-14T04:51:24.000Z,29/5/20,0012e000002Zt0oAAC,0012e000002ZGfbAAG,1,University Department,Education,Not for profit,Internal,1
0062e000002HFvTAAW,0,Other (Lost),Research Contract,RIC-BD&I,2016-02-10T02:26:25.000Z,1/11/19,,0012e000002Zmo0AAC,1,Business Organization,Services,Not for profit,,1
0062e000002HFvuAAG,0,Other (Lost),Custom Education (MSPACE Included),RIC RE&D and BD&I,2016-12-06T04:17:08.000Z,1/11/19,0012e000003A78GAAS,0012e000002ZGfbAAG,1,Business Organization,Services,Not for profit,External,1
0062e000002HFvUAAW,0,Customer No Longer Interested,Research Contract,RIC-BD&I,2015-10-21T05:50:45.000Z,1/11/19,,0012e000002Zmo0AAC,1,Business Organization,Services,Not for profit,,1
0062e000002HFvvAAG,0,Customer No Longer Interested,Custom Education (MSPACE Included),RIC RE&D and BD&I,2017-06-20T01:09:48.000Z,1/11/19,0012e000003A6ljAAC,0012e000002ZGfbAAG,1,Business Organization,Health,Not for profit,External,1
0062e000002HFvVAAW,0,Other (Lost),Research Contract,RIC RE&D and BD&I,2015-10-21T05:28:15.000Z,1/11/19,,,1,Business Organization,Services,Not for profit,,1
0062e000002HFvwAAG,0,Unacceptable Risk,Custom Education (MSPACE Included),RIC-BD&I,2019-04-09T02:01:55.000Z,30/7/20,,0012e000002ZGfbAAG,1,Business Organization,Services,Not for profit,,1
0062e000002HFvWAAW,0,Other (Lost),Consultancy (Non-research),RIC RE&D and BD&I,2016-05-16T06:24:47.000Z,1/11/19,,,1,Business Organization,Services,Not for profit,,1
0062e000002HFvxAAG,0,Not Ready for Market,Custom Education (MSPACE Included),RIC-BD&I,2018-05-07T06:54:11.000Z,30/4/20,,0012e000002ZGfbAAG,1,Business Organization,Services,Not for profit,,1
0062e000002HFvXAAW,0,Other (Lost),Grants,Not supported,2018-07-17T07:40:41.000Z,1/11/19,0012e000003A6PGAA0,,1,Business Organization,Manufacturing & R&D,SME (small to medium enterprise),External,1
0062e000002HFvyAAG,0,Academic Capacity (Lost),Technology Transfer,RIC-BD&I,2019-10-01T09:23:18.000Z,7/11/20,,0012e000002ZGfbAAG,1,Business Organization,Services,Not for profit,,1
0062e000002HFvYAAW,0,Other (Lost),Grants,Not supported,2018-07-18T04:48:39.000Z,1/11/19,0012e000003A6O4AAK,,1,Business Organization,Technology: IT & Telephone Services,SME (small to medium enterprise),External,1
0062e000002HFw0AAG,0,Other (Lost),Grants,RIC-BD&I,2019-02-13T20:11:51.000Z,31/1/20,,0012e000002ZGfbAAG,1,Business Organization,Services,Not for profit,,1
0062e000002HFw1AAG,0,Other (Lost),Grants,RIC-BD&I,2019-02-13T19:58:55.000Z,31/1/20,,0012e000002ZGfbAAG,1,Business Organization,Services,Not for profit,,1
0062e000002HFw2AAG,0,Other (Lost),Technology Transfer,RIC-BD&I,2018-12-05T00:26:46.000Z,5/2/19,,0012e000002ZGfbAAG,1,Business Organization,Services,Not for profit,,1
0062e000002HFw4AAG,0,Not Ready for Market,Research Contract,Not supported,2019-03-20T00:27:12.000Z,1/11/19,0012e000003A6k7AAC,0012e000002ZGfbAAG,1,Business Organization,Health,Large Australian Corporate,External,1
0062e000002HFw5AAG,1,Won,Consultancy (Non-research),RIC-BD&I,2019-04-03T03:35:21.000Z,7/1/20,0012e000003A6roAAC,0012e000002ZGfbAAG,1,Business Organization,Health,Not for profit,External,1
0062e000002HFw6AAG,0,Other (Lost),Technology Transfer,RIC-BD&I,2018-07-06T01:35:23.000Z,7/2/19,0012e000003A6rKAAS,0012e000002ZGfbAAG,1,Business Organization,Health,SME (small to medium enterprise),External,1
0062e000002HFw7AAG,0,Academic Capacity (Lost),Technology Transfer,RIC-BD&I,2019-09-30T01:09:21.000Z,31/3/20,0012e000003A6rKAAS,0012e000002ZGfbAAG,1,Business Organization,Health,SME (small to medium enterprise),External,1
0062e000002HFwaAAG,0,Other (Lost),Custom Education (MSPACE Included),RIC RE&D and BD&I,2016-05-05T11:46:15.000Z,1/11/19,,0012e000002ZNYOAA4,1,Business Organization,Services,Not for profit,,1
0062e000002HFwAAAW,0,Academic Capacity (Lost),Research Contract,Not supported,2019-04-16T01:28:16.000Z,30/6/22,0012e000003A6udAAC,0012e000002ZGfbAAG,1,Business Organization,Services,Government: Australia: Local & State,External,1
0062e000002HFwbAAG,0,Customer No Longer Interested,Research Contract,RIC RE&D and BD&I,2015-11-20T01:24:30.000Z,1/11/19,,0012e000002ZLgJAAW,1,Business Organization,Services,Not for profit,,1
0062e000002HFwcAAG,0,Other (Lost),Grants,RIC RE&D and BD&I,2016-09-21T01:56:58.000Z,1/11/19,,0012e000002ZLgJAAW,1,Business Organization,Services,Not for profit,,1
0062e000002HFwCAAW,0,Academic Capacity (Lost),Technology Transfer,RIC-BD&I,2019-09-30T01:05:09.000Z,2/3/21,,0012e000002ZGfbAAG,1,Business Organization,Services,Not for profit,,1
0062e000002HFwdAAG,0,Other (Lost),Grants,RIC RE&D and BD&I,2017-07-31T06:07:59.000Z,1/11/19,,0012e000002ZLgJAAW,1,Business Organization,Services,Not for profit,,1
0062e000002HFwDAAW,0,Other (Lost),Grants,RIC-BD&I,2019-02-13T19:56:04.000Z,31/1/20,,0012e000002ZGfbAAG,1,Business Organization,Services,Not for profit,,1
0062e000002HFweAAG,0,Other (Lost),Technology Transfer,Not supported,2018-11-22T00:19:14.000Z,1/11/19,,0012e000002ZLgJAAW,1,Business Organization,Services,Not for profit,,1
0062e000002HFwfAAG,0,Other (Lost),Philanthropic,RIC-BD&I,2018-04-05T03:11:44.000Z,1/11/19,,0012e000002ZLgJAAW,1,Business Organization,Services,Not for profit,,1
0062e000002HFwFAAW,0,Academic Capacity (Lost),Research Contract,Not supported,2018-11-14T04:52:08.000Z,30/3/19,,0012e000002ZGfbAAG,1,Business Organization,Services,Not for profit,,1
0062e000002HFwgAAG,0,Other (Lost),Philanthropic,RIC-BD&I,2018-05-09T03:21:56.000Z,1/11/19,,0012e000002ZLgJAAW,1,Business Organization,Services,Not for profit,,1
0062e000002HFwGAAW,0,Other (Lost),Grants,Not supported,2019-05-28T02:37:41.000Z,31/10/19,0012e000003A6rpAAC,0012e000002ZGfbAAG,1,Business Organization,Health,SME (small to medium enterprise),External,1
0062e000002HFwhAAG,0,On Track,Research Contract,RIC-BD&I,2019-04-13T02:53:30.000Z,30/10/19,0012e000003A6xrAAC,0012e000002ZLg7AAG,1,Business Organization,Technology: IT & Telephone Services,Multinational / Other Large Corporate,External,1
0062e000002HFwiAAG,0,Customer No Longer Interested,Custom Education (MSPACE Included),RIC-BD&I,2016-09-16T06:34:12.000Z,1/11/19,0012e000003A6yTAAS,,1,Business Organization,Services,Large Australian Corporate,External,1
0062e000002HFwIAAW,0,Not Ready for Market,Research Contract,RIC-BD&I,2019-10-21T10:58:56.000Z,7/1/20,,0012e000002ZGfbAAG,1,Business Organization,Services,Not for profit,,1
0062e000002HFwjAAG,0,Other (Lost),Consultancy (Non-research),RIC-BD&I,2019-08-13T07:14:53.000Z,15/9/19,0012e000003A76BAAS,0012e000002ZLgJAAW,1,Business Organization,Services,Government: Australia: Local & State,External,1
0062e000002HFwJAAW,0,Other (Lost),Custom Education (MSPACE Included),RIC RE&D and BD&I,2016-11-14T06:35:26.000Z,1/11/19,0012e000003A6X8AAK,0012e000002ZLgJAAW,1,Business Organization,Public Administration,Government: Australia: Federal,External,1
0062e000002HFwkAAG,0,Customer No Longer Interested,Grants,RIC-BD&I,2018-06-11T23:59:08.000Z,1/11/19,0012e000003A6xnAAC,0012e000002ZLgJAAW,1,Business Organization,Construction & Construction Materials,SME (small to medium enterprise),External,1
0062e000002HFwKAAW,0,Other (Lost),Research Contract,RIC RE&D and BD&I,2017-11-02T03:08:09.000Z,1/11/19,0012e000003A6Q1AAK,0012e000002ZLgJAAW,1,Business Organization,Manufacturing & R&D,Multinational / Other Large Corporate,External,1
0062e000002HFwlAAG,0,Other (Lost),Research Contract,RIC-BD&I,2019-04-14T06:19:56.000Z,1/11/19,0012e000003A75rAAC,,1,Business Organization,Technology: IT & Telephone Services,Multinational / Other Large Corporate,External,1
0062e000002HFwLAAW,0,Other (Lost),Custom Education (MSPACE Included),RIC RE&D and BD&I,2016-11-13T04:42:43.000Z,1/11/19,,0012e000002ZGfbAAG,1,Business Organization,Services,Not for profit,,1
0062e000002HFwmAAG,0,Customer No Longer Interested,Research Contract,RIC-BD&I,2017-02-21T00:17:39.000Z,1/11/19,0012e000003A75kAAC,0012e000002ZLgJAAW,1,Business Organization,Manufacturing & R&D,Multinational / Other Large Corporate,External,1
0062e000002HFwMAAW,0,Other (Lost),Custom Education (MSPACE Included),RIC RE&D and BD&I,2016-11-14T06:28:14.000Z,1/11/19,,0012e000002ZGfbAAG,1,Business Organization,Services,Not for profit,,1
0062e000002HFwnAAG,0,Customer No Longer Interested,Research Contract,RIC-BD&I,2017-07-31T12:00:02.000Z,1/11/19,0012e000003A6kZAAS,0012e000002ZLgJAAW,1,Business Organization,Services,Government: Australia: Federal,External,1
0062e000002HFwNAAW,0,Other (Lost),Custom Education (MSPACE Included),RIC RE&D and BD&I,2016-11-14T21:02:50.000Z,1/11/19,,0012e000002Zmo0AAC,1,Business Organization,Services,Not for profit,,1
0062e000002HFwoAAG,0,Other (Lost),Research Contract,RIC RE&D and BD&I,2016-11-27T23:38:01.000Z,1/11/19,0012e000003A75XAAS,0012e000002ZLgJAAW,1,Business Organization,Services,SME (small to medium enterprise),External,1
0062e000002HFwpAAG,0,Customer No Longer Interested,Custom Education (MSPACE Included),RIC-BD&I,2016-05-06T03:05:17.000Z,1/11/19,0012e000003A75tAAC,,1,Business Organization,Technology: IT & Telephone Services,Government: Australia: Federal,External,1
0062e000002HFwPAAW,0,Other (Lost),Internship,RIC-BD&I,2017-11-05T10:48:09.000Z,1/11/19,0012e000003A75WAAS,0012e000002ZLgJAAW,1,Business Organization,Services,Large Australian Corporate,External,1
0062e000002HFwqAAG,0,Customer No Longer Interested,Research Contract,Not supported,2018-06-16T06:12:15.000Z,30/6/18,0012e000003A781AAC,0012e000002ZLgJAAW,1,Business Organization,Services,Government: Australia: Federal,External,1
0062e000002HFwQAAW,0,Customer No Longer Interested,Custom Education (MSPACE Included),RIC-BD&I,2019-03-04T02:41:57.000Z,1/11/19,0012e000003A75bAAC,0012e000002ZLgJAAW,1,Business Organization,Services,Large Australian Corporate,External,1
0062e000002HFwrAAG,0,Customer No Longer Interested,Research Contract,RIC-BD&I,2019-06-28T07:03:35.000Z,30/8/21,0012e000003A76AAAS,0012e000002ZLgJAAW,1,Business Organization,Agriculture & Horticulture,Government: Australia: Federal,External,1
0062e000002HFwRAAW,0,Customer No Longer Interested,Custom Education (MSPACE Included),RIC-BD&I,2018-03-31T10:13:19.000Z,31/3/18,0012e000003A75bAAC,0012e000002ZLgJAAW,1,Business Organization,Services,Large Australian Corporate,External,1
0062e000002HFwSAAW,0,Other (Lost),Grants,RIC RE&D and BD&I,2016-09-26T03:24:52.000Z,1/11/19,0012e000003A6GOAA0,0012e000002ZLgJAAW,1,Business Organization,Services,Not for profit,External,1
0062e000002HFwtAAG,0,Other (Lost),Research Contract,RIC-BD&I,2018-01-29T03:48:13.000Z,1/11/19,0012e000003A6xZAAS,0012e000002ZLgJAAW,1,Business Organization,Health,Not for profit,External,1
0062e000002HFwTAAW,0,Customer No Longer Interested,Research Contract,RIC-BD&I,2017-07-31T09:13:22.000Z,1/11/19,0012e000003A75ZAAS,0012e000002ZLgJAAW,1,Business Organization,Construction & Construction Materials,Multinational / Other Large Corporate,External,1
0062e000002HFwuAAG,0,Other (Lost),Research Contract,RIC-BD&I,2019-02-14T23:42:30.000Z,30/6/20,0012e000003A6xlAAC,0012e000002ZLgJAAW,1,Business Organization,Services,Multinational / Other Large Corporate,External,1
0062e000002HFwUAAW,0,Customer No Longer Interested,Internship,RIC-BD&I,2019-04-09T23:45:56.000Z,27/12/19,0012e000003A75pAAC,0012e000002ZLgJAAW,1,Business Organization,Services,Large Australian Corporate,External,1
0062e000002HFwvAAG,0,Customer No Longer Interested,Research Contract,RIC-BD&I,2017-01-30T03:53:22.000Z,1/11/19,0012e000003A75FAAS,0012e000002ZLg7AAG,1,Business Organization,Services,SME (small to medium enterprise),External,1
0062e000002HFwVAAW,0,Customer No Longer Interested,Research Contract,RIC-BD&I,2016-04-26T07:43:39.000Z,1/11/19,0012e000003A6yUAAS,,1,Business Organization,Services,Multinational / Other Large Corporate,External,1
0062e000002HFwwAAG,0,Other (Lost),Custom Education (MSPACE Included),RIC RE&D and BD&I,2016-05-16T01:20:18.000Z,1/11/19,0012e000003A6FUAA0,,1,Business Organization,Public Administration,Not for profit,External,1
0062e000002HFwWAAW,0,Customer No Longer Interested,Research Contract,RIC-BD&I,2016-04-27T07:14:51.000Z,1/11/19,0012e000003A75oAAC,,1,Business Organization,Services,Large Australian Corporate,External,1
0062e000002HFwxAAG,0,Customer No Longer Interested,Research Contract,RIC-BD&I,2018-06-11T23:19:38.000Z,1/11/19,0012e000003A6PaAAK,,1,Business Organization,Services,Large Australian Corporate,External,1
0062e000002HFwXAAW,0,Customer No Longer Interested,Research Contract,RIC-BD&I,2017-05-04T06:16:21.000Z,1/11/19,0012e000003A6yEAAS,0012e000002ZLgJAAW,1,Business Organization,Services,Multinational / Other Large Corporate,External,1
0062e000002HFwyAAG,0,Customer No Longer Interested,Research Contract,RIC-BD&I,2018-03-20T07:35:06.000Z,1/11/19,0012e000003A6PaAAK,0012e000002ZLgJAAW,1,Business Organization,Services,Large Australian Corporate,External,1
0062e000002HFwYAAW,0,Other (Lost),Custom Education (MSPACE Included),RIC-BD&I,2019-04-03T08:33:53.000Z,31/12/19,0012e000003A762AAC,0012e000002ZLgJAAW,1,Business Organization,Services,SME (small to medium enterprise),External,1
0062e000002HFwzAAG,0,Customer No Longer Interested,Research Contract,RIC-BD&I,2018-05-08T23:50:54.000Z,1/11/19,0012e000003A6PaAAK,0012e000002ZGfbAAG,1,Business Organization,Services,Large Australian Corporate,External,1
0062e000002HFwZAAW,0,Other (Lost),Research Contract,RIC RE&D and BD&I,2017-03-28T13:26:34.000Z,1/11/19,0012e000003A6rCAAS,0012e000002ZLgJAAW,1,Business Organization,Services,Government: Australia: Local & State,External,1
